client_id,days_since_last_transaction,avg_days_between_transactions,effort_required,status,potential_monthly_profit
2011853,2,1.44,2 Phone calls,active,134485.18
2012785,2,1.49,1 Email,active,222900.26
2012914,9,1.76,2 Phone calls,churned,42186.2
2014851,2,1.59,2 Phone calls,active,37773.88
2015912,2,1.82,1 Visit,active,60246.44
2016824,2,1.47,1 Email,active,56506.95
2020376,2,1.45,1 Email,active,47397.86
2021711,2,1.46,2 Phone calls,active,36337.93
2022081,2,1.44,1 Email,active,49934.06
2022171,2,1.51,2 Phone calls,active,47056.51
2023698,93,50.91,2 Phone calls,active,213792.67
2024092,2,1.55,1 Visit,active,110170.86
2024114,2,1.46,2 Phone calls,active,36688.29
2024510,5,1.55,1 Email,churned,81807.75
2026841,2,1.63,2 Phone calls,active,49814.71
2027538,2,1.53,1 Visit,active,71165.16
2027801,2,1.48,1 Email,active,93442.39
2030489,11,3.03,1 Visit,churned,43814.76
2032346,2,1.47,2 Phone calls,active,122835.46
2032534,3,1.53,1 Visit,active,51004.9
2035682,3,1.92,1 Visit,active,38112.51
2039258,2,1.5,1 Visit,active,67623.48
2041356,2,1.48,1 Visit,active,80476.98
2045052,2,1.47,1 Email,active,67647.6
2046443,2,3.47,2 Phone calls,active,39992.56
2048559,2,1.49,2 Phone calls,active,92228.82
2049122,10,1.71,1 Visit,churned,42173.28
2049263,10,1.61,1 Visit,churned,37633.15
2050359,2,1.59,2 Phone calls,active,55977.09
2053167,2,1.52,2 Phone calls,active,40552.85
2054373,9,1.61,2 Phone calls,churned,37769.6
2054600,2,1.48,1 Email,active,38673.3
2055582,10,2.6,2 Phone calls,churned,44564.71
2056558,2,1.34,1 Email,active,79688.03
2056957,4,2.09,1 Email,active,41495.25
2063562,2,1.97,1 Email,active,150263.66
2063669,12,4.23,2 Phone calls,active,40081.29
2065371,2,2.04,2 Phone calls,active,44183.79
2065373,2,1.75,1 Visit,active,52452.33
2069312,2,1.46,1 Email,active,68759.66
2071323,2,1.5,2 Phone calls,active,42610.32
2071880,2,1.44,1 Email,active,44009.29
2078827,223,1.44,2 Phone calls,churned,71838.2
2082160,2,1.72,2 Phone calls,active,38592.5
2083410,4,1.51,1 Email,active,77178.22
2084402,2,1.55,1 Email,active,72544.5
2085897,2,1.44,1 Visit,active,265238.09
2086156,4,1.48,2 Phone calls,active,77266.81
2089579,2,1.55,2 Phone calls,active,49663.48
2089842,2,1.49,1 Email,active,67673.21
2090949,3,1.67,1 Visit,active,67089.81
2092620,2,1.54,1 Email,active,74464.39
2093767,2,1.47,2 Phone calls,active,45193.32
2095387,3,1.45,1 Email,active,93275.96
2098246,10,2.97,1 Visit,churned,79851.48
2101105,2,1.44,1 Email,active,159890.47
2101589,2,1.48,2 Phone calls,active,37695.05
2104472,2,1.45,2 Phone calls,active,114246.2
2104680,2,1.41,2 Phone calls,active,37389.39
2105006,12,1.66,2 Phone calls,churned,65838.01
2108057,2,1.66,2 Phone calls,active,37905.84
2111116,2,1.46,1 Visit,active,83239.6
2112094,9,1.56,2 Phone calls,churned,56937.58
2112437,2,1.69,1 Visit,active,63103.34
2112501,9,1.64,1 Email,churned,37706.29
2113596,2,1.65,2 Phone calls,active,54665.34
2113863,4,1.71,2 Phone calls,active,93963.54
2115677,2,1.48,2 Phone calls,active,58728.87
2126953,2,1.59,1 Email,active,52371.9
2128397,2,1.45,1 Visit,active,49765.22
2129476,9,18.35,1 Email,active,337674.82
2129710,2,1.69,1 Visit,active,37057.97
2129943,2,3.24,2 Phone calls,active,82408.14
2131888,2,1.54,1 Visit,active,47669.28
2133415,2,1.7,1 Email,active,58693.31
2134607,2,1.45,1 Email,active,85045.95
2138981,10,1.87,1 Visit,churned,46658.8
2140043,5,1.59,1 Email,churned,36422.14
2140562,2,1.87,2 Phone calls,active,38767.21
2142011,3,1.47,2 Phone calls,active,54009.69
2142552,2,1.47,1 Email,active,58895.14
2142683,2,1.46,1 Visit,active,133093.71
2142867,9,3.46,1 Visit,active,57649.34
2146496,2,1.5,1 Visit,active,60868.49
2147350,9,1.55,1 Email,churned,47026.28
2150146,4,1.72,2 Phone calls,active,38811.69
2152833,2,1.56,1 Email,active,37122.9
2153318,2,4.45,2 Phone calls,active,36664.74
2153420,2,7.57,1 Visit,active,42842.13
2157987,34,1.65,2 Phone calls,churned,50326.95
2158727,2,1.64,1 Visit,active,51536.24
2159455,2,1.44,1 Visit,active,64322.91
2164188,2,1.6,2 Phone calls,active,39633.84
2164481,2,1.46,1 Visit,active,56554.86
2165416,2,1.49,1 Visit,active,71671.56
2167021,2,1.46,1 Visit,active,61750.68
2167770,3,1.51,2 Phone calls,active,59240.64
2168808,2,1.59,1 Visit,active,37258.9
2170005,2,1.49,2 Phone calls,active,83576.75
2171309,2,1.75,2 Phone calls,active,37927.55
2171433,2,1.46,1 Email,active,286741.54
2173395,3,1.5,1 Visit,active,45499.45
2173561,4,1.6,1 Email,active,49758.15
2178391,2,1.44,1 Visit,active,69135.21
2180313,2,1.58,1 Visit,active,67520.42
2182223,2,1.47,2 Phone calls,active,51298.47
2184558,3,1.53,2 Phone calls,active,49280.34
2184726,2,1.56,1 Visit,active,40497.77
2187209,2,1.57,1 Email,active,37501.91
2187713,3,1.52,1 Visit,active,79923.93
2189190,2,1.45,2 Phone calls,active,47806.14
2194765,19,13.58,2 Phone calls,active,51767.52
2198176,2,1.44,2 Phone calls,active,101300.38
2201077,3,2.36,1 Visit,active,102316.52
2205059,4,1.5,2 Phone calls,active,43600.96
2206993,2,1.82,1 Email,active,68609.21
2207247,2,1.44,2 Phone calls,active,419588.15
2209167,2,1.51,1 Visit,active,166241.13
2212698,9,1.64,2 Phone calls,churned,369346.59
2215575,30,1.93,1 Email,churned,135066.13
2216317,2,1.69,2 Phone calls,active,49125.99
2218306,2,1.83,1 Email,active,36835.76
2218948,2,1.45,2 Phone calls,active,37940.34
2221508,2,1.44,1 Visit,active,51257.13
2221534,2,1.45,1 Visit,active,63951.92
2231831,10,2.79,1 Email,churned,40899.22
2232451,3,1.72,2 Phone calls,active,93481.92
2240369,9,1.66,2 Phone calls,churned,37879.66
2241968,2,1.45,1 Email,active,131763.45
2243116,2,1.45,1 Visit,active,36661.0
2244610,2,1.92,2 Phone calls,active,181285.06
2245430,2,1.53,2 Phone calls,active,65862.54
2247243,9,1.61,1 Visit,churned,91221.4
2247577,2,1.44,1 Email,active,47378.25
2247807,2,1.71,1 Email,active,44948.81
2248736,2,1.57,1 Email,active,60835.16
2250586,2,1.46,1 Visit,active,51022.49
2256067,2,1.45,1 Visit,active,37787.95
2256331,2,1.6,2 Phone calls,active,52554.05
2257833,3,1.5,1 Visit,active,130901.73
2258491,3,1.54,1 Visit,active,114008.2
2259196,2,1.54,1 Visit,active,117347.65
2259764,2,1.47,1 Visit,active,39011.91
2260903,2,1.45,1 Visit,active,42942.1
2265439,3,1.69,2 Phone calls,active,39479.6
2270627,2,1.61,2 Phone calls,active,103073.79
2271619,2,1.96,1 Email,active,141380.06
2272525,13,2.02,1 Visit,churned,42802.9
2272758,2,1.46,1 Visit,active,222448.9
2273574,2,1.44,1 Visit,active,159695.54
